"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2024","70,100.0","70,200.0","70,700.0","70,100.0","2.04M","0.00%"
"09/30/2024","70,100.0","71,000.0","71,000.0","70,100.0","2.04M","-1.27%"
"09/27/2024","71,000.0","70,800.0","71,200.0","70,700.0","3.17M","0.42%"
"09/26/2024","70,700.0","69,600.0","71,100.0","69,600.0","4.48M","1.58%"
"09/25/2024","69,600.0","70,300.0","70,400.0","69,600.0","4.85M","-1.00%"
"09/24/2024","70,300.0","71,000.0","71,000.0","70,100.0","2.20M","-3.57%"
"09/23/2024","72,900.0","73,100.0","73,200.0","72,600.0","3.00M","0.28%"
"09/20/2024","72,700.0","73,500.0","74,000.0","72,700.0","6.56M","-0.82%"
"09/19/2024","73,300.0","73,300.0","73,500.0","73,000.0","1.57M","0.00%"
"09/18/2024","73,300.0","73,600.0","73,900.0","73,000.0","2.85M","-0.14%"
"09/17/2024","73,400.0","72,000.0","73,400.0","71,700.0","2.53M","2.09%"
"09/16/2024","71,900.0","73,000.0","73,000.0","71,900.0","","-1.37%"
"09/13/2024","72,900.0","74,800.0","74,800.0","72,900.0","5.35M","-2.41%"
"09/12/2024","74,700.0","75,000.0","75,200.0","74,400.0","2.05M","0.13%"
"09/11/2024","74,600.0","74,800.0","75,100.0","73,900.0","3.17M","-0.40%"
"09/10/2024","74,900.0","74,800.0","75,500.0","74,300.0","3.33M","0.13%"
"09/09/2024","74,800.0","75,400.0","75,400.0","74,200.0","2.64M","-0.80%"
"09/06/2024","75,400.0","75,000.0","75,500.0","74,700.0","3.64M","0.94%"
"09/05/2024","74,700.0","74,200.0","75,400.0","74,100.0","5.86M","0.54%"
"09/04/2024","74,300.0","72,600.0","74,500.0","72,600.0","2.84M","0.54%"
"08/30/2024","73,900.0","73,500.0","74,800.0","73,400.0","3.68M","0.54%"
"08/29/2024","73,500.0","73,900.0","74,000.0","73,400.0","2.04M","-0.54%"
"08/28/2024","73,900.0","73,500.0","74,000.0","73,200.0","3.35M","0.54%"
"08/27/2024","73,500.0","73,400.0","73,800.0","72,600.0","4.27M","0.14%"
"08/26/2024","73,400.0","74,900.0","74,900.0","73,300.0","6.32M","-2.00%"
"08/23/2024","74,900.0","74,400.0","75,600.0","74,000.0","3.31M","0.94%"
"08/22/2024","74,200.0","74,900.0","76,800.0","73,600.0","6.03M","-1.33%"
"08/21/2024","75,200.0","75,300.0","76,100.0","75,100.0","3.69M","-0.53%"
"08/20/2024","75,600.0","76,200.0","76,200.0","75,000.0","4.18M","-0.53%"
"08/19/2024","76,000.0","73,000.0","76,000.0","73,000.0","7.92M","2.98%"
"08/16/2024","73,800.0","72,700.0","74,100.0","72,700.0","7.39M","0.00%"
"08/15/2024","73,800.0","74,000.0","74,600.0","73,500.0","4.26M","-0.27%"
"08/14/2024","74,000.0","73,900.0","74,100.0","73,300.0","5.46M","0.27%"
"08/13/2024","73,800.0","72,500.0","74,400.0","72,500.0","6.73M","1.10%"
"08/12/2024","73,000.0","73,300.0","74,400.0","72,800.0","5.80M","-0.41%"
"08/09/2024","73,300.0","73,000.0","73,400.0","72,000.0","4.53M","0.83%"
"08/08/2024","72,700.0","73,900.0","74,400.0","68,700.0","5.81M","1.86%"
"08/07/2024","71,370.0","72,900.0","73,800.0","71,370.0","10.70M","-1.83%"
"08/06/2024","72,700.0","71,200.0","73,200.0","64,600.0","13.50M","4.76%"
"08/05/2024","69,400.0","71,300.0","71,300.0","68,500.0","12.16M","-2.94%"
"08/02/2024","71,500.0","70,000.0","71,900.0","70,000.0","10.29M","1.71%"
"08/01/2024","70,300.0","71,800.0","71,900.0","70,100.0","8.87M","-1.82%"
"07/31/2024","71,600.0","68,500.0","72,000.0","68,500.0","21.14M","5.76%"
"07/30/2024","67,700.0","67,300.0","68,400.0","66,900.0","6.38M","0.74%"
"07/29/2024","67,200.0","66,200.0","67,600.0","65,900.0","5.78M","2.13%"
"07/26/2024","65,800.0","65,400.0","66,200.0","65,400.0","2.98M","0.30%"
"07/25/2024","65,600.0","65,600.0","65,700.0","65,300.0","1.96M","0.00%"
"07/24/2024","65,600.0","65,800.0","66,100.0","65,600.0","3.61M","-0.46%"
"07/23/2024","65,900.0","65,600.0","66,300.0","65,500.0","3.78M","0.76%"
"07/22/2024","65,400.0","65,300.0","66,000.0","65,200.0","2.65M","0.15%"
"07/19/2024","65,300.0","65,900.0","65,900.0","65,100.0","3.39M","-0.91%"
"07/18/2024","65,900.0","66,000.0","66,000.0","65,500.0","2.28M","0.30%"
"07/17/2024","65,700.0","66,200.0","66,500.0","65,600.0","3.46M","-0.61%"
"07/16/2024","66,100.0","66,400.0","66,700.0","66,100.0","2.24M","-0.15%"
"07/15/2024","66,200.0","66,300.0","66,900.0","66,200.0","2.16M","-0.15%"
"07/12/2024","66,300.0","66,400.0","66,600.0","66,100.0","2.08M","0.00%"
"07/11/2024","66,300.0","66,900.0","67,000.0","66,300.0","3.79M","-0.75%"
"07/10/2024","66,800.0","67,500.0","67,800.0","66,800.0","3.88M","-1.04%"
"07/09/2024","67,500.0","67,600.0","67,800.0","67,200.0","5.05M","-0.15%"
"07/08/2024","67,600.0","67,300.0","67,700.0","67,000.0","4.94M","0.60%"
"07/05/2024","67,200.0","66,400.0","67,500.0","66,400.0","4.18M","1.20%"
"07/04/2024","66,400.0","66,300.0","66,900.0","66,300.0","2.69M","0.30%"
"07/03/2024","66,200.0","66,200.0","66,300.0","66,000.0","1.33M","0.00%"
"07/02/2024","66,200.0","66,000.0","66,300.0","65,800.0","2.04M","0.30%"
"07/01/2024","66,000.0","65,800.0","66,000.0","65,300.0","1.91M","0.76%"
"06/28/2024","65,500.0","65,500.0","66,000.0","65,300.0","2.73M","0.31%"
"06/27/2024","65,300.0","65,200.0","65,600.0","65,100.0","2.71M","0.15%"
"06/26/2024","65,200.0","65,800.0","65,800.0","65,100.0","2.49M","-0.46%"
"06/25/2024","65,500.0","65,800.0","66,200.0","65,500.0","2.43M","0.00%"
"06/24/2024","65,500.0","66,100.0","66,600.0","65,300.0","3.85M","-0.76%"
"06/21/2024","66,000.0","66,500.0","67,100.0","66,000.0","3.97M","0.00%"
"06/20/2024","66,000.0","65,400.0","66,800.0","65,200.0","4.40M","1.07%"
"06/19/2024","65,300.0","66,000.0","66,000.0","65,100.0","6.16M","-0.91%"
"06/18/2024","65,900.0","66,500.0","66,500.0","65,900.0","2.75M","-0.15%"
"06/17/2024","66,000.0","66,300.0","66,600.0","66,000.0","3.62M","-0.30%"
"06/14/2024","66,200.0","67,000.0","67,300.0","66,200.0","4.12M","-1.05%"
"06/13/2024","66,900.0","67,000.0","67,400.0","66,800.0","2.80M","-0.15%"
"06/12/2024","67,000.0","66,500.0","67,300.0","66,300.0","3.43M","0.75%"
"06/11/2024","66,500.0","67,400.0","67,500.0","66,400.0","6.18M","-1.04%"
"06/10/2024","67,200.0","68,400.0","68,500.0","67,200.0","4.56M","-0.88%"
"06/07/2024","67,800.0","67,600.0","68,600.0","67,500.0","4.13M","0.89%"
"06/06/2024","67,200.0","69,000.0","69,000.0","67,200.0","4.89M","-1.90%"
"06/05/2024","68,500.0","66,200.0","69,200.0","66,200.0","11.87M","3.79%"
"06/04/2024","66,000.0","66,100.0","66,600.0","66,000.0","2.45M","-0.15%"
"06/03/2024","66,100.0","65,800.0","66,600.0","65,700.0","3.19M","1.07%"
"05/31/2024","65,400.0","65,900.0","65,900.0","65,300.0","4.14M","-0.46%"
"05/30/2024","65,700.0","66,100.0","66,200.0","65,500.0","4.41M","-0.90%"
"05/29/2024","66,300.0","67,000.0","67,300.0","66,000.0","3.36M","-0.75%"
"05/28/2024","66,800.0","66,300.0","67,300.0","66,100.0","5.35M","1.06%"
"05/27/2024","66,100.0","66,100.0","66,600.0","65,800.0","2.34M","0.15%"
"05/24/2024","66,000.0","66,700.0","66,900.0","65,700.0","4.10M","-1.49%"
"05/23/2024","67,000.0","66,000.0","67,000.0","65,800.0","2.99M","1.82%"
"05/22/2024","65,800.0","66,400.0","66,700.0","65,800.0","3.62M","-0.60%"
"05/21/2024","66,200.0","66,400.0","66,600.0","65,800.0","3.80M","-0.30%"
"05/20/2024","66,400.0","67,100.0","67,600.0","66,400.0","4.92M","-0.90%"
"05/17/2024","67,000.0","67,300.0","67,800.0","66,800.0","4.17M","-0.30%"
"05/16/2024","67,200.0","67,100.0","67,700.0","67,000.0","2.91M","0.30%"
"05/15/2024","67,000.0","66,900.0","67,300.0","66,700.0","3.23M","0.75%"
"05/14/2024","66,500.0","65,900.0","67,000.0","65,900.0","2.43M","1.06%"
"05/13/2024","65,800.0","66,600.0","66,800.0","65,400.0","2.73M","-1.05%"
"05/10/2024","66,500.0","66,700.0","67,500.0","66,100.0","2.42M","-0.15%"
"05/09/2024","66,600.0","67,900.0","67,900.0","66,600.0","3.00M","-1.91%"
"05/08/2024","67,900.0","68,000.0","68,000.0","67,100.0","2.96M","-0.15%"
"05/07/2024","68,000.0","66,000.0","68,500.0","65,900.0","8.49M","3.34%"
"05/06/2024","65,800.0","65,800.0","66,400.0","65,500.0","2.26M","0.30%"
"05/03/2024","65,600.0","65,600.0","66,000.0","65,500.0","1.97M","0.31%"
"05/02/2024","65,400.0","65,400.0","65,500.0","64,900.0","2.56M","0.62%"
"04/26/2024","65,000.0","64,700.0","65,800.0","64,500.0","2.94M","0.46%"
"04/25/2024","64,700.0","64,000.0","64,800.0","63,900.0","1.92M","1.09%"
"04/24/2024","64,000.0","64,000.0","64,300.0","63,500.0","2.40M","0.79%"
"04/23/2024","63,500.0","64,200.0","64,300.0","63,200.0","2.01M","-0.78%"
"04/22/2024","64,000.0","64,700.0","65,300.0","64,000.0","2.04M","-0.31%"
"04/19/2024","64,200.0","64,200.0","64,400.0","63,300.0","4.52M","0.00%"
"04/17/2024","64,200.0","64,400.0","64,900.0","64,200.0","4.59M","0.31%"
"04/16/2024","64,000.0","64,900.0","65,000.0","63,000.0","7.13M","-1.39%"
"04/15/2024","64,900.0","66,700.0","66,700.0","64,900.0","5.76M","-2.70%"
"04/12/2024","66,700.0","66,800.0","67,100.0","66,600.0","2.51M","0.15%"
"04/11/2024","66,600.0","66,700.0","66,900.0","66,500.0","2.95M","-0.30%"
"04/10/2024","66,800.0","67,100.0","67,300.0","66,800.0","2.77M","-0.30%"
"04/09/2024","67,000.0","67,100.0","67,300.0","66,800.0","2.52M","0.00%"
"04/08/2024","67,000.0","68,000.0","68,000.0","66,900.0","3.67M","-1.33%"
"04/05/2024","67,900.0","68,200.0","68,200.0","67,700.0","4.23M","-0.44%"
"04/04/2024","68,200.0","66,700.0","68,400.0","66,700.0","7.47M","2.25%"
"04/03/2024","66,700.0","67,300.0","67,300.0","66,700.0","5.05M","-0.89%"
"04/02/2024","67,300.0","67,000.0","67,400.0","66,700.0","4.32M","0.45%"
"04/01/2024","67,000.0","67,600.0","67,700.0","67,000.0","4.99M","-0.89%"
"03/29/2024","67,600.0","68,400.0","68,400.0","67,500.0","3.48M","-0.15%"
"03/28/2024","67,700.0","67,700.0","68,400.0","67,600.0","4.47M","0.00%"
"03/27/2024","67,700.0","68,000.0","68,000.0","67,500.0","2.64M","0.00%"
"03/26/2024","67,700.0","67,400.0","67,900.0","67,300.0","2.50M","0.59%"
"03/25/2024","67,300.0","67,900.0","68,200.0","67,100.0","5.45M","-0.74%"
"03/22/2024","67,800.0","68,600.0","68,700.0","67,800.0","6.07M","-0.88%"
"03/21/2024","68,400.0","68,200.0","68,500.0","67,900.0","4.91M","0.59%"
"03/20/2024","68,000.0","67,800.0","68,600.0","67,500.0","3.55M","0.29%"
"03/19/2024","67,800.0","68,500.0","68,500.0","67,800.0","3.16M","-0.15%"
"03/18/2024","67,900.0","68,800.0","69,100.0","67,600.0","6.80M","-1.31%"
"03/15/2024","68,800.0","70,100.0","70,100.0","68,700.0","4.85M","-1.15%"
"03/14/2024","69,600.0","70,093.6","70,389.8","69,402.6","5.45M","-0.42%"
"03/13/2024","69,896.2","69,205.1","69,994.9","69,106.4","5.65M","1.14%"
"03/12/2024","69,106.4","69,501.3","69,698.7","69,106.4","3.84M","-0.43%"
"03/11/2024","69,402.6","69,600.0","70,389.8","69,106.4","4.21M","0.43%"
"03/08/2024","69,106.4","71,179.6","71,969.4","69,106.4","7.36M","-2.78%"
"03/07/2024","71,080.8","70,784.7","71,179.6","70,389.8","5.07M","0.28%"
"03/06/2024","70,883.4","72,364.3","72,561.7","70,883.4","4.83M","-1.64%"
"03/05/2024","72,068.1","71,080.8","72,068.1","70,784.7","5.44M","1.39%"
"03/04/2024","71,080.8","70,883.4","71,771.9","70,686.0","5.01M","0.70%"
"03/01/2024","70,587.2","71,179.6","71,179.6","70,291.1","4.40M","-0.69%"
"02/29/2024","71,080.8","71,673.2","72,364.3","70,686.0","6.54M","-0.28%"
"02/28/2024","71,278.3","71,475.7","71,673.2","70,587.2","3.42M","0.28%"
"02/27/2024","71,080.8","70,291.1","71,475.7","70,192.3","5.28M","1.41%"
"02/26/2024","70,093.6","70,093.6","70,784.7","69,797.4","3.05M","0.00%"
"02/23/2024","70,093.6","70,883.4","71,771.9","70,093.6","6.14M","-0.84%"
"02/22/2024","70,686.0","70,389.8","71,771.9","70,192.3","4.65M","0.42%"
"02/21/2024","70,389.8","70,587.2","70,982.1","70,093.6","3.59M","-0.28%"
"02/20/2024","70,587.2","70,784.7","71,475.7","70,389.8","4.39M","-0.56%"
"02/19/2024","70,982.1","69,994.9","71,673.2","69,797.4","6.65M","2.71%"
"02/16/2024","69,106.4","66,934.5","69,402.6","66,638.3","11.11M","3.55%"
"02/15/2024","66,737.0","66,737.0","67,131.9","66,342.1","3.88M","0.00%"
"02/07/2024","66,737.0","66,737.0","67,033.2","66,342.1","2.74M","0.00%"
"02/06/2024","66,737.0","67,230.6","67,329.4","66,737.0","2.39M","-0.59%"
"02/05/2024","67,131.9","66,539.6","67,329.4","66,342.1","3.57M","0.89%"
"02/02/2024","66,539.6","66,638.3","66,835.7","66,144.7","2.61M","-0.15%"
"02/01/2024","66,638.3","66,342.1","66,934.5","66,342.1","2.50M","0.75%"
"01/31/2024","66,144.7","66,342.1","67,329.4","66,046.0","4.02M","0.15%"
"01/30/2024","66,046.0","66,440.8","66,440.8","66,046.0","1.79M","-0.15%"
"01/29/2024","66,144.7","66,243.4","66,440.8","66,046.0","1.73M","0.00%"
"01/26/2024","66,144.7","66,144.7","66,638.3","66,144.7","1.68M","0.15%"
"01/25/2024","66,046.0","66,539.6","66,638.3","66,046.0","2.66M","-0.59%"
"01/24/2024","66,440.8","66,934.5","67,131.9","66,342.1","2.08M","-0.59%"
"01/23/2024","66,835.7","67,428.1","67,428.1","66,737.0","2.11M","-0.88%"
"01/22/2024","67,428.1","67,131.9","67,823.0","67,131.9","1.96M","0.44%"
"01/19/2024","67,131.9","66,539.6","67,724.3","66,539.6","2.62M","0.89%"
"01/18/2024","66,539.6","66,440.8","66,934.5","66,440.8","1.23M","0.45%"
"01/17/2024","66,243.4","66,638.3","67,033.2","66,144.7","1.83M","-0.45%"
"01/16/2024","66,539.6","66,144.7","66,539.6","65,848.5","2.07M","0.60%"
"01/15/2024","66,144.7","66,342.1","66,638.3","66,144.7","2.23M","-0.30%"
"01/12/2024","66,342.1","66,737.0","67,033.2","66,144.7","3.28M","-1.03%"
"01/11/2024","67,033.2","66,638.3","67,625.5","66,638.3","2.08M","0.59%"
"01/10/2024","66,638.3","67,230.6","67,230.6","66,539.6","3.01M","-0.88%"
"01/09/2024","67,230.6","67,329.4","67,625.5","67,131.9","2.46M","-0.15%"
"01/08/2024","67,329.4","68,119.1","68,217.9","67,329.4","2.40M","-0.87%"
"01/05/2024","67,921.7","68,415.3","68,415.3","67,625.5","1.48M","-0.29%"
"01/04/2024","68,119.1","68,217.9","68,612.8","68,119.1","3.40M","0.00%"
"01/03/2024","68,119.1","67,526.8","68,119.1","67,131.9","1.89M","1.02%"
"01/02/2024","67,428.1","67,329.4","67,625.5","67,033.2","2.14M","1.04%"
"12/29/2023","66,737.0","67,823.0","67,823.0","66,737.0","1.95M","-1.31%"
"12/28/2023","67,625.5","66,638.3","67,625.5","66,638.3","2.41M","1.48%"
"12/27/2023","66,638.3","67,131.9","67,329.4","66,638.3","1.63M","0.00%"
"12/26/2023","66,638.3","66,932.3","67,128.3","66,638.3","1.98M","0.15%"
"12/25/2023","66,540.3","66,246.3","67,324.3","66,246.3","2.67M","0.44%"
"12/22/2023","66,246.3","66,442.3","66,736.3","66,148.3","2.15M","-0.29%"
"12/21/2023","66,442.3","66,540.3","66,932.3","66,442.3","2.59M","-0.44%"
"12/20/2023","66,736.3","65,658.3","66,834.3","65,658.3","2.60M","1.64%"
"12/19/2023","65,658.3","65,756.3","66,050.3","64,972.3","3.06M","0.00%"
"12/18/2023","65,658.3","66,736.3","66,834.3","65,658.3","3.51M","-1.62%"
"12/15/2023","66,736.3","67,128.3","67,226.3","66,736.3","3.74M","-0.44%"
"12/14/2023","67,030.3","67,030.3","67,520.3","66,834.3","1.46M","0.29%"
"12/13/2023","66,834.3","68,206.3","68,304.2","66,736.3","4.51M","-1.73%"
"12/12/2023","68,010.3","68,598.2","68,696.2","67,618.3","2.79M","-0.86%"
"12/11/2023","68,598.2","69,088.2","69,088.2","68,500.2","4.73M","1.45%"
"12/08/2023","67,618.3","67,030.3","67,912.3","66,638.3","3.73M","0.88%"
"12/07/2023","67,030.3","67,422.3","67,422.3","66,148.3","3.87M","-0.15%"
"12/06/2023","67,128.3","66,736.3","67,226.3","66,736.3","1.61M","0.59%"
"12/05/2023","66,736.3","67,422.3","67,618.3","66,638.3","2.30M","-1.02%"
"12/04/2023","67,422.3","67,128.3","68,108.3","67,030.3","3.01M","0.58%"
"12/01/2023","67,030.3","66,638.3","67,128.3","66,344.3","1.39M","1.48%"
"11/30/2023","66,050.3","67,030.3","67,324.3","66,050.3","2.58M","-1.46%"
"11/29/2023","67,030.3","67,128.3","67,422.3","66,834.3","1.26M","-0.15%"
"11/28/2023","67,128.3","66,736.3","67,128.3","66,148.3","1.78M","0.59%"
"11/27/2023","66,736.3","66,932.3","67,030.3","66,540.3","1.33M","-0.29%"
"11/24/2023","66,932.3","67,226.3","67,520.3","66,246.3","3.13M","-0.58%"
"11/23/2023","67,324.3","68,402.2","68,500.2","67,324.3","1.62M","-1.01%"
"11/22/2023","68,010.3","68,108.3","68,794.2","67,618.3","1.30M","-0.14%"
"11/21/2023","68,108.3","68,010.3","68,402.2","67,520.3","2.96M","0.29%"
"11/20/2023","67,912.3","67,814.3","68,500.2","67,618.3","1.77M","-1.00%"
"11/17/2023","68,598.2","69,578.2","69,676.2","67,814.3","2.34M","-0.43%"
"11/16/2023","68,892.2","69,186.2","69,872.2","68,500.2","2.34M","-0.57%"
"11/15/2023","69,284.2","68,598.2","70,362.2","68,598.2","3.95M","2.61%"
"11/14/2023","67,520.3","67,618.3","68,010.3","66,834.3","3.00M","0.29%"
"11/13/2023","67,324.3","68,304.2","68,598.2","67,226.3","1.73M","-1.29%"
"11/10/2023","68,206.3","69,382.2","69,382.2","68,206.3","2.83M","-1.56%"
"11/09/2023","69,284.2","70,166.2","70,656.2","69,284.2","3.42M","-0.98%"
"11/08/2023","69,970.2","69,382.2","70,068.2","68,402.2","2.34M","0.85%"
"11/07/2023","69,382.2","69,088.2","69,382.2","68,402.2","1.47M","-0.28%"
"11/06/2023","69,578.2","68,794.2","70,068.2","68,696.2","1.14M","1.43%"
"11/03/2023","68,598.2","69,480.2","69,480.2","68,402.2","1.69M","-1.27%"
"11/02/2023","69,480.2","69,088.2","69,480.2","68,402.2","2.39M","0.71%"
"11/01/2023","68,990.2","67,618.3","69,088.2","66,540.3","2.34M","3.53%"
"10/31/2023","66,638.3","66,540.3","68,108.3","66,246.3","2.18M","0.59%"
"10/30/2023","66,246.3","66,540.3","66,638.3","65,756.3","1.05M","-0.59%"
"10/27/2023","66,638.3","65,952.3","66,638.3","65,266.3","1.81M","1.49%"
"10/26/2023","65,658.3","67,128.3","67,226.3","64,580.3","5.20M","-2.90%"
"10/25/2023","67,618.3","68,892.2","69,382.2","67,618.3","2.42M","-1.85%"
"10/24/2023","68,892.2","68,794.2","69,382.2","68,696.2","1.10M","0.14%"
"10/23/2023","68,794.2","70,264.2","70,558.2","68,696.2","2.73M","-2.90%"
"10/20/2023","70,852.2","69,872.2","71,048.2","68,794.2","2.37M","1.26%"
"10/19/2023","69,970.2","71,930.2","71,930.2","69,480.2","3.90M","-3.38%"
"10/18/2023","72,420.1","73,302.1","73,302.1","70,950.2","2.57M","-1.20%"
"10/17/2023","73,302.1","73,792.1","74,576.1","73,302.1","1.42M","-0.53%"
"10/16/2023","73,694.1","73,596.1","74,282.1","73,204.1","1.34M","-0.79%"
"10/13/2023","74,282.1","73,890.1","74,772.1","73,498.1","1.49M","0.40%"
"10/12/2023","73,988.1","73,008.1","74,380.1","73,008.1","2.53M","1.48%"
"10/11/2023","72,910.1","73,106.1","73,302.1","72,518.1","1.13M","0.00%"
"10/10/2023","72,910.1","72,812.1","73,498.1","72,518.1","1.02M","0.95%"
"10/09/2023","72,224.1","72,518.1","72,616.1","72,126.2","830.90K","-0.67%"
"10/06/2023","72,714.1","71,244.2","72,714.1","71,146.2","1.23M","2.06%"
"10/05/2023","71,244.2","72,616.1","72,910.1","71,244.2","2.57M","-2.28%"
"10/04/2023","72,910.1","72,126.2","73,106.1","71,930.2","1.08M","0.54%"
"10/03/2023","72,518.1","73,106.1","73,596.1","72,420.1","1.99M","-2.12%"
"10/02/2023","74,086.1","72,714.1","74,086.1","72,714.1","1.16M","1.89%"
"09/29/2023","72,714.1","73,498.1","74,870.1","72,714.1","1.40M","-0.80%"
"09/28/2023","73,302.1","74,576.1","74,870.1","73,302.1","1.89M","-2.35%"
"09/27/2023","75,066.1","74,772.1","75,066.1","73,302.1","2.27M","0.66%"
"09/26/2023","74,576.1","76,046.0","76,438.0","74,478.1","2.53M","-1.93%"
"09/25/2023","76,046.0","75,654.1","76,928.0","75,164.1","2.76M","0.13%"
"09/22/2023","75,948.1","75,556.1","76,732.0","74,282.1","4.24M","-0.64%"
"09/21/2023","76,438.0","76,536.0","76,732.0","75,752.1","2.54M","-0.38%"
"09/20/2023","76,732.0","76,830.0","77,222.0","76,438.0","1.84M","-0.76%"
"09/19/2023","77,320.0","76,928.0","77,320.0","75,850.1","2.57M","0.00%"
"09/18/2023","77,320.0","77,516.0","78,202.0","77,124.0","1.32M","-0.75%"
"09/15/2023","77,908.0","77,810.0","79,574.0","77,418.0","5.61M","0.13%"
"09/14/2023","77,810.0","76,928.0","78,398.0","76,830.0","2.48M","0.38%"
"09/13/2023","77,516.0","78,006.0","78,692.0","77,124.0","2.51M","-1.49%"
"09/12/2023","78,692.0","77,418.0","79,084.0","76,732.0","2.67M","1.01%"
"09/11/2023","77,908.0","78,398.0","79,476.0","76,046.0","4.23M","-0.63%"
"09/08/2023","78,398.0","77,614.0","78,496.0","77,516.0","2.77M","0.63%"
"09/07/2023","77,908.0","78,300.0","78,398.0","77,026.0","3.53M","-0.63%"
"09/06/2023","78,398.0","78,496.0","78,496.0","77,908.0","2.28M","-0.12%"
"09/05/2023","78,496.0","76,928.0","78,888.0","76,536.0","6.84M","2.96%"
"08/31/2023","76,242.0","75,948.1","77,320.0","75,556.1","3.84M","0.00%"
"08/30/2023","76,242.0","75,458.1","76,928.0","74,968.1","2.66M","0.52%"
"08/29/2023","75,850.1","75,948.1","76,046.0","74,674.1","4.20M","-0.64%"
"08/28/2023","76,340.0","73,498.1","76,536.0","73,498.1","5.47M","4.01%"
"08/25/2023","73,400.1","73,792.1","73,792.1","72,812.1","2.75M","0.27%"
"08/24/2023","73,204.1","72,028.2","73,400.1","71,538.2","4.42M","1.63%"
"08/23/2023","72,028.2","70,950.2","72,126.2","70,166.2","3.07M","1.10%"
"08/22/2023","71,244.2","71,734.2","71,734.2","69,676.2","3.08M","-0.27%"
"08/21/2023","71,440.2","71,244.2","72,322.1","71,244.2","3.06M","-0.55%"
