"Date","Price","Open","High","Low","Vol.","Change %"
"05/04/2022","73,561","73,807","74,545","73,069","2.30M","0.20%"
"04/29/2022","73,413","71,445","73,807","71,445","3.48M","2.90%"
"04/28/2022","71,347","72,577","73,315","71,248","3.05M","-1.49%"
"04/27/2022","72,429","71,839","72,577","70,363","3.44M","-1.07%"
"04/26/2022","73,216","69,378","74,250","68,394","5.44M","2.69%"
"04/25/2022","71,297","75,775","76,415","71,297","7.42M","-7.00%"
"04/22/2022","76,661","77,054","77,251","71,396","8.10M","0.19%"
"04/21/2022","76,513","75,873","77,497","75,627","4.61M","-0.32%"
"04/20/2022","76,759","76,316","78,432","75,677","3.80M","0.00%"
"04/19/2022","76,759","78,580","79,269","76,267","6.57M","-3.55%"
"04/18/2022","79,582","79,980","80,476","79,036","5.23M","0.00%"
"04/15/2022","79,582","78,241","80,427","78,092","4.68M","0.44%"
"04/14/2022","79,234","77,595","80,874","76,999","5.85M","2.11%"
"04/13/2022","77,595","75,012","77,993","74,764","6.81M","2.29%"
"04/12/2022","75,856","74,515","75,856","72,528","5.29M","1.80%"
"04/08/2022","74,515","76,999","76,999","74,515","4.41M","-3.23%"
"04/07/2022","76,999","79,384","79,533","76,304","6.20M","-2.39%"
"04/06/2022","78,887","76,502","80,476","76,204","5.96M","2.32%"
"04/05/2022","77,098","76,254","77,794","76,006","2.52M","0.13%"
"04/04/2022","76,999","78,738","78,837","76,999","2.80M","-0.64%"
"04/01/2022","77,496","73,273","77,496","73,075","8.26M","7.00%"
"03/31/2022","72,429","71,535","73,770","70,789","3.60M","0.97%"
"03/30/2022","71,733","72,280","72,975","69,597","3.39M","-1.43%"
"03/29/2022","72,777","72,280","74,167","71,535","4.68M","1.74%"
"03/28/2022","71,535","69,150","71,584","69,001","7.67M","3.67%"
"03/25/2022","69,001","66,915","69,746","66,418","7.57M","3.66%"
"03/24/2022","66,567","67,064","67,064","66,070","1.83M","-0.74%"
"03/23/2022","67,064","66,915","67,759","66,865","1.59M","-0.15%"
"03/22/2022","67,163","67,064","67,560","66,368","2.09M","0.22%"
"03/21/2022","67,014","65,573","67,014","65,325","1.84M","2.51%"
"03/18/2022","65,375","64,977","65,474","64,977","1.58M","0.61%"
"03/17/2022","64,977","65,474","65,573","64,977","1.38M","-0.46%"
"03/16/2022","65,275","65,176","65,573","64,580","2.11M","0.00%"
"03/15/2022","65,275","64,928","65,275","64,083","2.01M","-0.23%"
"03/14/2022","65,424","65,623","65,971","64,331","2.45M","-0.98%"
"03/11/2022","66,070","66,269","66,269","65,573","1.31M","-0.38%"
"03/10/2022","66,319","66,567","66,567","65,871","1.77M","-0.22%"
"03/09/2022","66,468","66,617","66,617","65,822","2.30M","-0.30%"
"03/08/2022","66,666","66,567","66,815","65,772","3.99M","0.00%"
"03/07/2022","66,666","66,815","67,064","66,567","2.29M","-1.18%"
"03/04/2022","67,461","67,809","67,859","66,865","2.15M","-0.51%"
"03/03/2022","67,809","67,064","67,809","66,368","2.12M","1.49%"
"03/02/2022","66,815","67,461","67,461","66,567","3.34M","-1.10%"
"03/01/2022","67,560","68,008","68,057","67,113","2.42M","0.00%"
"02/28/2022","67,560","67,809","68,554","67,312","3.60M","-1.16%"
"02/25/2022","68,355","68,008","69,448","67,560","5.38M","0.58%"
"02/24/2022","67,958","68,057","68,405","67,312","2.35M","-0.73%"
"02/23/2022","68,455","68,405","69,846","68,008","3.22M","0.07%"
"02/22/2022","68,405","66,070","69,150","65,772","6.55M","2.84%"
"02/21/2022","66,517","65,822","67,014","65,822","1.22M","-0.08%"
"02/18/2022","66,567","65,623","66,567","65,623","935.60K","-0.37%"
"02/17/2022","66,815","65,573","66,815","65,524","2.06M","1.20%"
"02/16/2022","66,020","66,666","66,666","65,375","1.12M","-0.30%"
"02/15/2022","66,219","65,921","66,517","65,325","1.14M","0.99%"
"02/14/2022","65,573","66,517","67,064","65,573","1.91M","-2.44%"
"02/11/2022","67,213","67,064","67,560","67,064","1.08M","-0.73%"
"02/10/2022","67,709","68,057","68,157","66,815","1.81M","-0.51%"
"02/09/2022","68,057","67,709","68,306","67,560","2.41M","0.51%"
"02/08/2022","67,709","66,517","67,958","66,517","2.90M","1.79%"
"02/07/2022","66,517","66,070","67,411","66,070","1.86M","1.06%"
"01/28/2022","65,822","65,226","65,822","64,431","1.43M","0.76%"
"01/27/2022","65,325","65,027","65,722","64,182","1.06M","-0.30%"
"01/26/2022","65,524","65,077","65,524","64,083","1.91M","0.69%"
"01/25/2022","65,077","64,480","65,077","63,388","1.61M","0.85%"
"01/24/2022","64,530","65,673","66,169","64,530","1.74M","-2.48%"
"01/21/2022","66,169","66,567","66,567","65,226","1.31M","-0.60%"
"01/20/2022","66,567","66,070","66,567","65,623","1.79M","0.37%"
"01/19/2022","66,319","64,679","66,567","64,580","1.91M","2.61%"
"01/18/2022","64,630","64,083","65,573","63,884","1.63M","0.08%"
"01/17/2022","64,580","66,070","66,517","64,580","1.63M","-2.98%"
"01/14/2022","66,567","67,064","67,064","66,169","936.80K","-1.11%"
"01/13/2022","67,312","67,809","67,809","65,573","1.85M","-0.37%"
"01/12/2022","67,560","65,474","67,560","64,580","1.86M","3.19%"
"01/11/2022","65,474","66,070","66,815","65,424","1.55M","-0.90%"
"01/10/2022","66,070","67,312","67,312","66,070","1.85M","-1.85%"
"01/07/2022","67,312","68,306","68,306","67,312","1.84M","-1.46%"
"01/06/2022","68,306","68,107","68,951","67,809","1.54M","0.29%"
"01/05/2022","68,107","68,455","69,200","68,107","2.36M","-0.51%"
"01/04/2022","68,455","67,511","69,150","67,014","2.66M","1.40%"
"12/31/2021","67,511","66,716","67,511","66,269","2.26M","1.19%"
"12/30/2021","66,716","66,815","67,262","66,567","1.67M","-0.07%"
"12/29/2021","66,766","66,865","67,560","66,617","1.27M","-1.03%"
"12/28/2021","67,461","67,312","67,461","66,120","1.49M","0.67%"
"12/27/2021","67,014","66,915","67,262","66,070","1.45M","0.22%"
"12/24/2021","66,865","66,368","66,865","65,822","1.12M","0.75%"
"12/23/2021","66,368","66,964","67,461","65,474","1.87M","-0.89%"
"12/22/2021","66,964","66,368","68,057","66,269","2.60M","1.35%"
"12/21/2021","66,070","66,070","66,070","65,623","947.20K","0.00%"
"12/20/2021","66,070","66,319","66,865","65,822","1.59M","-1.12%"
"12/17/2021","66,815","66,368","67,064","66,120","1.47M","0.67%"
"12/16/2021","66,368","67,560","67,560","66,368","1.62M","-1.69%"
"12/15/2021","67,511","67,262","67,560","66,567","1.20M","0.37%"
"12/14/2021","67,262","66,915","67,560","66,319","1.33M","0.37%"
"12/13/2021","67,014","66,766","67,014","66,567","1.29M","0.60%"
"12/10/2021","66,617","66,120","67,014","66,070","1.41M","0.08%"
"12/09/2021","66,567","66,517","67,064","66,319","1.38M","0.08%"
"12/08/2021","66,517","66,368","67,064","66,070","1.38M","0.30%"
"12/07/2021","66,319","65,275","66,319","65,275","1.33M","1.60%"
"12/06/2021","65,275","66,319","66,319","63,040","3.35M","-1.57%"
"12/03/2021","66,319","67,709","68,057","66,319","2.10M","-2.55%"
"12/02/2021","68,057","68,951","68,951","67,958","1.23M","-1.37%"
"12/01/2021","69,001","67,809","69,548","67,610","2.99M","0.00%"
"11/30/2021","69,001","68,802","69,498","68,008","2.18M","1.02%"
"11/29/2021","68,306","69,001","69,895","68,256","4.74M","-2.83%"
"11/26/2021","70,293","71,932","72,280","70,293","2.52M","-2.41%"
"11/25/2021","72,031","71,584","72,031","70,789","1.69M","0.69%"
"11/24/2021","71,535","71,038","71,535","70,193","2.98M","0.70%"
"11/23/2021","71,038","68,852","71,535","68,604","3.85M","3.17%"
"11/22/2021","68,852","69,548","69,746","68,554","2.23M","-0.29%"
"11/19/2021","69,051","69,548","70,044","67,560","2.76M","0.00%"
"11/18/2021","69,051","68,703","70,293","67,958","4.26M","0.80%"
"11/17/2021","68,504","68,405","68,554","67,660","1.72M","0.00%"
"11/16/2021","68,504","68,554","69,051","67,560","2.98M","-1.08%"
"11/15/2021","69,249","67,709","69,498","67,709","5.26M","2.50%"
"11/12/2021","67,560","67,560","67,560","66,517","2.37M","0.74%"
"11/11/2021","67,064","65,325","67,560","64,828","8.88M","2.66%"
"11/10/2021","65,325","64,580","65,325","64,331","1.53M","1.15%"
"11/09/2021","64,580","65,474","65,573","64,580","2.10M","-1.22%"
"11/08/2021","65,375","65,573","66,070","65,375","2.25M","-0.30%"
"11/05/2021","65,573","66,070","66,070","65,077","3.27M","1.62%"
"11/04/2021","64,530","63,835","64,878","63,586","1.90M","0.85%"
"11/03/2021","63,984","64,033","64,580","63,338","2.81M","-0.08%"
"11/02/2021","64,033","63,835","64,530","63,835","1.73M","-0.85%"
